0,0.87208
0.010101,0.87626
0.020202,0.88032
0.030303,0.88425
0.040404,0.88807
0.050505,0.89175
0.060606,0.89532
0.070707,0.89877
0.080808,0.90209
0.090909,0.90529
0.10101,0.90838
0.11111,0.91134
0.12121,0.9142
0.13131,0.91694
0.14141,0.91957
0.15152,0.9221
0.16162,0.92452
0.17172,0.92685
0.18182,0.92907
0.19192,0.9312
0.20202,0.93324
0.21212,0.93519
0.22222,0.93705
0.23232,0.93884
0.24242,0.94054
0.25253,0.94217
0.26263,0.94372
0.27273,0.94521
0.28283,0.94662
0.29293,0.94798
0.30303,0.94927
0.31313,0.9505
0.32323,0.95168
0.33333,0.9528
0.34343,0.95387
0.35354,0.9549
0.36364,0.95587
0.37374,0.9568
0.38384,0.95769
0.39394,0.95854
0.40404,0.95935
0.41414,0.96012
0.42424,0.96086
0.43434,0.96157
0.44444,0.96224
0.45455,0.96288
0.46465,0.9635
0.47475,0.96408
0.48485,0.96464
0.49495,0.96518
0.50505,0.96569
0.51515,0.96618
0.52525,0.96665
0.53535,0.9671
0.54545,0.96752
0.55556,0.96793
0.56566,0.96833
0.57576,0.9687
0.58586,0.96906
0.59596,0.9694
0.60606,0.96973
0.61616,0.97005
0.62626,0.97035
0.63636,0.97064
0.64646,0.97092
0.65657,0.97118
0.66667,0.97144
0.67677,0.97169
0.68687,0.97192
0.69697,0.97215
0.70707,0.97236
0.71717,0.97257
0.72727,0.97277
0.73737,0.97296
0.74747,0.97315
0.75758,0.97332
0.76768,0.97349
0.77778,0.97366
0.78788,0.97382
0.79798,0.97397
0.80808,0.97411
0.81818,0.97425
0.82828,0.97439
0.83838,0.97452
0.84848,0.97465
0.85859,0.97477
0.86869,0.97488
0.87879,0.975
0.88889,0.9751
0.89899,0.97521
0.90909,0.97531
0.91919,0.97541
0.92929,0.9755
0.93939,0.97559
0.94949,0.97568
0.9596,0.97576
0.9697,0.97585
0.9798,0.97592
0.9899,0.976
1,0.97607
